timestamp,open,high,low,close,volume
2023-12-26 04:30:00,375.7,376.0,375.7,376.0,2011
2023-12-26 05:00:00,375.9,375.9,375.9,375.9,100
2023-12-26 05:30:00,375.69,375.97,375.69,375.97,1032
2023-12-26 06:00:00,375.98,375.98,375.98,375.98,144
2023-12-26 06:30:00,375.8,375.8,375.6,375.71,1074
2023-12-26 07:00:00,375.5,375.5,375.07,375.25,4703
2023-12-26 07:30:00,375.3,375.7,375.3,375.7,4728
2023-12-26 08:00:00,375.55,376.0,374.72,375.5,19097
2023-12-26 08:30:00,375.5,375.72,375.313,375.313,6356
2023-12-26 09:00:00,375.35,375.6599,375.0,375.01,10579
2023-12-26 09:30:00,375.0,376.94,374.57,375.42,1330706
2023-12-26 10:00:00,375.4,375.53,374.96,375.13,625344
2023-12-26 10:30:00,375.17,375.5255,374.62,374.8721,583047
2023-12-26 11:00:00,374.87,374.87,373.98,374.46,472632
2023-12-26 11:30:00,374.45,374.65,374.07,374.18,304221
2023-12-26 12:00:00,374.18,374.2666,373.96,374.03,362511
2023-12-26 12:30:00,374.0401,374.24,373.92,373.955,308199
2023-12-26 13:00:00,373.9399,374.1,373.75,373.965,361120
2023-12-26 13:30:00,373.9761,374.09,373.5,373.59,360424
2023-12-26 14:00:00,373.6,374.35,373.5856,374.225,407296
2023-12-26 14:30:00,374.24,374.46,374.14,374.45,311919
2023-12-26 15:00:00,374.455,374.85,374.38,374.63,563214
2023-12-26 15:30:00,374.67,374.95,373.6,374.7,1030458
2023-12-26 16:00:00,374.66,374.77,374.59,374.61,2026694
2023-12-26 16:30:00,374.62,374.65,374.61,374.62,2316
2023-12-26 17:00:00,374.55,374.5972,374.5,374.58,897
2023-12-26 17:30:00,374.66,374.66,374.66,374.66,477
2023-12-26 18:00:00,374.65,374.82,374.65,374.78,2914
2023-12-26 18:30:00,374.66,374.81,374.66,374.81,333
2023-12-26 19:00:00,374.82,374.82,374.66,374.66,1834
2023-12-26 19:30:00,374.66,374.7899,374.66,374.7,1325
2023-12-27 04:00:00,374.66,374.66,374.66,374.66,100
2023-12-27 04:30:00,374.89,374.89,374.89,374.89,250
2023-12-27 05:00:00,374.89,374.89,374.89,374.89,205
2023-12-27 05:30:00,375.0,375.0,375.0,375.0,100
2023-12-27 06:00:00,374.81,374.81,374.75,374.75,460
2023-12-27 06:30:00,374.7,374.7,374.7,374.7,200
2023-12-27 07:00:00,374.58,374.58,374.47,374.47,625
2023-12-27 07:30:00,374.5,374.74,374.45,374.74,1575
2023-12-27 08:00:00,374.7,375.0,374.4,374.88,9540
2023-12-27 08:30:00,374.89,374.89,374.04,374.2,16237
2023-12-27 09:00:00,374.21,374.32,372.72,373.64,35918
2023-12-27 09:30:00,373.7,375.06,373.69,373.78,1144275
2023-12-27 10:00:00,373.815,374.28,372.93,373.24,637253
