timestamp,open,high,low,close,volume
2023-12-26 04:30:00,375.7,375.77,375.7,375.77,638
2023-12-26 04:40:00,375.85,375.85,375.84,375.85,598
2023-12-26 04:45:00,375.79,375.79,375.79,375.79,475
2023-12-26 04:50:00,376.0,376.0,376.0,376.0,300
2023-12-26 05:20:00,375.9,375.9,375.9,375.9,100
2023-12-26 05:50:00,375.69,375.69,375.69,375.69,127
2023-12-26 05:55:00,375.83,375.97,375.83,375.97,905
2023-12-26 06:20:00,375.98,375.98,375.98,375.98,144
2023-12-26 06:30:00,375.8,375.8,375.8,375.8,100
2023-12-26 06:40:00,375.8,375.8,375.75,375.75,310
2023-12-26 06:45:00,375.72,375.72,375.68,375.68,214
2023-12-26 06:50:00,375.6,375.71,375.6,375.71,450
2023-12-26 07:00:00,375.5,375.5,375.3,375.3,1456
2023-12-26 07:05:00,375.07,375.07,375.07,375.07,130
2023-12-26 07:10:00,375.2,375.35,375.2,375.33,800
2023-12-26 07:15:00,375.24,375.24,375.2,375.2,200
2023-12-26 07:20:00,375.3,375.3,375.3,375.3,1917
2023-12-26 07:25:00,375.25,375.25,375.25,375.25,200
2023-12-26 07:30:00,375.3,375.3,375.3,375.3,3133
2023-12-26 07:40:00,375.5,375.5,375.47,375.47,556
2023-12-26 07:45:00,375.3,375.3,375.3,375.3,199
2023-12-26 07:50:00,375.47,375.7,375.47,375.7,840
2023-12-26 08:00:00,375.55,376.0,374.72,375.69,14157
2023-12-26 08:05:00,375.6799,375.7373,375.5,375.7373,1569
2023-12-26 08:10:00,375.52,375.52,375.52,375.52,125
2023-12-26 08:15:00,375.7,375.7,375.7,375.7,100
2023-12-26 08:20:00,375.51,375.6,375.51,375.6,1300
2023-12-26 08:25:00,375.63,375.63,375.5,375.5,1846
2023-12-26 08:30:00,375.5,375.72,375.5,375.55,2949
2023-12-26 08:35:00,375.55,375.55,375.55,375.55,122
2023-12-26 08:40:00,375.6,375.6,375.4135,375.4135,800
2023-12-26 08:45:00,375.5,375.56,375.5,375.56,890
2023-12-26 08:50:00,375.5862,375.5862,375.35,375.35,405
2023-12-26 08:55:00,375.4358,375.4358,375.313,375.313,1190
2023-12-26 09:00:00,375.35,375.35,375.3379,375.3379,1223
2023-12-26 09:05:00,375.5,375.6,375.47,375.6,931
2023-12-26 09:10:00,375.55,375.55,375.55,375.55,400
2023-12-26 09:15:00,375.5,375.5,375.4,375.4,1890
2023-12-26 09:20:00,375.53,375.65,375.5,375.64,967
2023-12-26 09:25:00,375.37,375.6599,375.0,375.01,5168
2023-12-26 09:30:00,375.0,375.57,374.57,375.227,426498
2023-12-26 09:35:00,375.215,376.2,375.17,375.7218,177960
2023-12-26 09:40:00,375.79,376.94,375.75,376.3,261303
2023-12-26 09:45:00,376.32,376.73,375.991,376.04,123224
2023-12-26 09:50:00,376.08,376.09,375.49,375.6002,201983
2023-12-26 09:55:00,375.61,375.76,375.175,375.42,139738
2023-12-26 10:00:00,375.4,375.442,375.04,375.2481,143939
2023-12-26 10:05:00,375.235,375.53,375.0,375.12,127966
2023-12-26 10:10:00,375.14,375.42,375.0648,375.3565,114062
2023-12-26 10:15:00,375.39,375.52,375.2001,375.32,72667
2023-12-26 10:20:00,375.315,375.41,375.0,375.17,84527
2023-12-26 10:25:00,375.17,375.39,374.96,375.13,82183
2023-12-26 10:30:00,375.17,375.37,375.0,375.24,79746
2023-12-26 10:35:00,375.22,375.45,375.11,375.45,104314
2023-12-26 10:40:00,375.44,375.5255,375.08,375.08,87669
2023-12-26 10:45:00,375.07,375.29,375.01,375.15,119280
2023-12-26 10:50:00,375.16,375.18,374.62,374.7287,121770
