timestamp,open,high,low,close,volume
2023-12-26 04:32:00,375.7000,375.7000,375.7000,375.7000,100
2023-12-26 04:34:00,375.7700,375.7700,375.7700,375.7700,538
2023-12-26 04:42:00,375.8500,375.8500,375.8500,375.8500,100
2023-12-26 04:43:00,375.8400,375.8500,375.8400,375.8500,498
2023-12-26 04:45:00,375.7900,375.7900,375.7900,375.7900,475
2023-12-26 04:51:00,376.0000,376.0000,376.0000,376.0000,300
2023-12-26 05:20:00,375.9000,375.9000,375.9000,375.9000,100
2023-12-26 05:52:00,375.6900,375.6900,375.6900,375.6900,127
2023-12-26 05:55:00,375.8300,375.8300,375.8300,375.8300,405
2023-12-26 05:57:00,375.9700,375.9700,375.9700,375.9700,500
2023-12-26 06:20:00,375.9800,375.9800,375.9800,375.9800,144
2023-12-26 06:33:00,375.8000,375.8000,375.8000,375.8000,100
2023-12-26 06:44:00,375.8000,375.8000,375.7500,375.7500,310
2023-12-26 06:49:00,375.7200,375.7200,375.6800,375.6800,214
2023-12-26 06:53:00,375.6000,375.7100,375.6000,375.7100,450
2023-12-26 07:00:00,375.5000,375.5000,375.5000,375.5000,400
2023-12-26 07:01:00,375.5000,375.5000,375.5000,375.5000,100
2023-12-26 07:02:00,375.5000,375.5000,375.3000,375.3000,956
2023-12-26 07:08:00,375.0700,375.0700,375.0700,375.0700,130
2023-12-26 07:10:00,375.2000,375.2000,375.2000,375.2000,550
2023-12-26 07:12:00,375.3500,375.3500,375.3500,375.3500,150
2023-12-26 07:13:00,375.3300,375.3300,375.3300,375.3300,100
2023-12-26 07:15:00,375.2400,375.2400,375.2400,375.2400,100
2023-12-26 07:16:00,375.2000,375.2000,375.2000,375.2000,100
2023-12-26 07:22:00,375.3000,375.3000,375.3000,375.3000,280
2023-12-26 07:23:00,375.3000,375.3000,375.3000,375.3000,653
2023-12-26 07:24:00,375.3000,375.3000,375.3000,375.3000,984
2023-12-26 07:28:00,375.2500,375.2500,375.2500,375.2500,200
2023-12-26 07:31:00,375.3000,375.3000,375.3000,375.3000,3133
2023-12-26 07:43:00,375.5000,375.5000,375.5000,375.5000,356
2023-12-26 07:44:00,375.4700,375.4700,375.4700,375.4700,200
2023-12-26 07:46:00,375.3000,375.3000,375.3000,375.3000,199
2023-12-26 07:52:00,375.4700,375.5000,375.4700,375.5000,569
2023-12-26 07:54:00,375.7000,375.7000,375.7000,375.7000,271
2023-12-26 08:00:00,375.5500,375.7000,375.0633,375.7000,10982
2023-12-26 08:01:00,375.9900,375.9900,375.5517,375.5517,320
2023-12-26 08:02:00,376.0000,376.0000,374.7200,374.7200,1966
2023-12-26 08:03:00,375.0600,375.7400,375.0600,375.6900,889
2023-12-26 08:07:00,375.6799,375.6799,375.6799,375.6799,100
2023-12-26 08:08:00,375.6500,375.6500,375.6500,375.6500,400
2023-12-26 08:09:00,375.5000,375.7373,375.5000,375.7373,1069
2023-12-26 08:14:00,375.5200,375.5200,375.5200,375.5200,125
2023-12-26 08:18:00,375.7000,375.7000,375.7000,375.7000,100
2023-12-26 08:22:00,375.5100,375.5100,375.5100,375.5100,1000
2023-12-26 08:24:00,375.6000,375.6000,375.6000,375.6000,300
2023-12-26 08:26:00,375.6300,375.6300,375.5500,375.5500,1446
2023-12-26 08:27:00,375.5400,375.5400,375.5400,375.5400,200
2023-12-26 08:28:00,375.5100,375.5100,375.5100,375.5100,100
2023-12-26 08:29:00,375.5000,375.5000,375.5000,375.5000,100
2023-12-26 08:31:00,375.5000,375.5000,375.5000,375.5000,350
2023-12-26 08:32:00,375.6353,375.6353,375.6353,375.6353,300
2023-12-26 08:34:00,375.5400,375.7200,375.5400,375.5500,2299
2023-12-26 08:37:00,375.5500,375.5500,375.5500,375.5500,122
2023-12-26 08:40:00,375.6000,375.6000,375.6000,375.6000,100
2023-12-26 08:42:00,375.6000,375.6000,375.6000,375.6000,150
2023-12-26 08:43:00,375.5500,375.5998,375.5500,375.5998,350
2023-12-26 08:44:00,375.4135,375.4135,375.4135,375.4135,200
2023-12-26 08:45:00,375.5000,375.5000,375.5000,375.5000,300
2023-12-26 08:47:00,375.5600,375.5600,375.5600,375.5600,590
2023-12-26 08:50:00,375.5862,375.5862,375.5862,375.5862,100
2023-12-26 08:52:00,375.4300,375.4300,375.3500,375.3500,305
2023-12-26 08:58:00,375.4358,375.4358,375.4200,375.4200,1090
2023-12-26 08:59:00,375.3130,375.3130,375.3130,375.3130,100
2023-12-26 09:01:00,375.3500,375.3500,375.3500,375.3500,1123
2023-12-26 09:03:00,375.3379,375.3379,375.3379,375.3379,100
2023-12-26 09:05:00,375.5000,375.5000,375.5000,375.5000,100
2023-12-26 09:06:00,375.5400,375.5400,375.5400,375.5400,100
2023-12-26 09:07:00,375.4700,375.4700,375.4700,375.4700,112
2023-12-26 09:08:00,375.5400,375.5500,375.5400,375.5500,400
2023-12-26 09:09:00,375.6000,375.6000,375.6000,375.6000,219
2023-12-26 09:12:00,375.5500,375.5500,375.5500,375.5500,400
2023-12-26 09:15:00,375.5000,375.5000,375.5000,375.5000,1682
2023-12-26 09:16:00,375.4200,375.4200,375.4000,375.4000,208
2023-12-26 09:20:00,375.5300,375.5300,375.5300,375.5300,100
2023-12-26 09:23:00,375.5000,375.6500,375.5000,375.6400,867
2023-12-26 09:25:00,375.3700,375.3700,375.3700,375.3700,300
2023-12-26 09:26:00,375.6599,375.6599,375.6599,375.6599,200
2023-12-26 09:27:00,375.4700,375.4700,375.0000,375.0100,3326
2023-12-26 09:28:00,375.0500,375.1800,375.0300,375.1100,1024
2023-12-26 09:29:00,375.0900,375.0900,375.0100,375.0100,318
2023-12-26 09:30:00,375.0000,375.4425,374.8400,375.4066,277557
2023-12-26 09:31:00,375.3150,375.5700,375.0800,375.1000,60048
2023-12-26 09:32:00,375.1050,375.3200,374.5700,374.9800,46300
2023-12-26 09:33:00,375.0000,375.2500,374.8215,375.1000,22437
2023-12-26 09:34:00,375.0900,375.2270,374.9300,375.2270,20156
2023-12-26 09:35:00,375.2150,375.5950,375.1700,375.5950,27707
2023-12-26 09:36:00,375.5878,375.8900,375.4600,375.8900,37940
2023-12-26 09:37:00,375.8900,376.2000,375.8451,375.9700,68148
2023-12-26 09:38:00,376.0100,376.0400,375.5300,375.5451,21624
2023-12-26 09:39:00,375.5600,375.7800,375.4882,375.7218,22541
2023-12-26 09:40:00,375.7900,376.3000,375.7500,376.2700,52505
2023-12-26 09:41:00,376.2550,376.4699,376.2300,376.4300,44763
2023-12-26 09:42:00,376.3900,376.9400,376.3700,376.7900,84446
2023-12-26 09:43:00,376.7501,376.8050,376.4700,376.6400,49835
2023-12-26 09:44:00,376.6812,376.6812,376.2200,376.3000,29754
2023-12-26 09:45:00,376.3200,376.7300,376.3200,376.5700,18884
2023-12-26 09:46:00,376.5591,376.5591,376.1800,376.2800,22453
2023-12-26 09:47:00,376.3200,376.4500,376.2600,376.4300,21371
2023-12-26 09:48:00,376.4235,376.4235,376.1600,376.2000,25412
2023-12-26 09:49:00,376.2200,376.2500,375.9910,376.0400,35104
2023-12-26 09:50:00,376.0800,376.0900,375.7800,375.8500,24536
2023-12-26 09:51:00,375.8350,375.8900,375.6600,375.8800,81192
2023-12-26 09:52:00,375.8800,375.9600,375.7100,375.7499,43009
2023-12-26 09:53:00,375.7500,375.8200,375.5300,375.5600,32130
2023-12-26 09:54:00,375.5500,375.6750,375.4900,375.6002,21116
2023-12-26 09:55:00,375.6100,375.6300,375.1800,375.1900,42725
2023-12-26 09:56:00,375.2100,375.5900,375.1750,375.5045,25485
2023-12-26 09:57:00,375.5300,375.7600,375.5000,375.5473,33029
2023-12-26 09:58:00,375.5250,375.6200,375.4700,375.5950,24868
2023-12-26 09:59:00,375.5920,375.6300,375.3800,375.4200,13631
2023-12-26 10:00:00,375.4000,375.4200,375.2103,375.2500,47476
2023-12-26 10:01:00,375.2300,375.3400,375.0400,375.3300,25291
2023-12-26 10:02:00,375.3470,375.3766,375.1700,375.2899,27748
2023-12-26 10:03:00,375.3500,375.4420,375.3100,375.4000,27786
2023-12-26 10:04:00,375.3982,375.4000,375.2001,375.2481,15638
2023-12-26 10:05:00,375.2350,375.3400,375.2000,375.2900,18063
2023-12-26 10:06:00,375.3000,375.5000,375.2652,375.3900,21656
2023-12-26 10:07:00,375.3800,375.5300,375.3200,375.3400,22401
2023-12-26 10:08:00,375.3400,375.3600,375.1500,375.1900,23272
2023-12-26 10:09:00,375.1500,375.1774,375.0000,375.1200,42574
2023-12-26 10:10:00,375.1400,375.3400,375.0889,375.2900,25183
2023-12-26 10:11:00,375.2850,375.2950,375.0648,375.1800,27196
2023-12-26 10:12:00,375.2000,375.4000,375.1700,375.3128,33355
2023-12-26 10:13:00,375.3100,375.3700,375.1700,375.2100,12287
2023-12-26 10:14:00,375.2900,375.4200,375.2600,375.3565,16041
2023-12-26 10:15:00,375.3900,375.4200,375.3200,375.3600,20729
2023-12-26 10:16:00,375.3500,375.5200,375.3500,375.3600,15839
2023-12-26 10:17:00,375.3700,375.3700,375.2001,375.2482,19000
2023-12-26 10:18:00,375.2400,375.3600,375.2200,375.2800,9240
2023-12-26 10:19:00,375.3000,375.3687,375.2500,375.3200,7859
2023-12-26 10:20:00,375.3150,375.4100,375.3100,375.3700,7751
2023-12-26 10:21:00,375.3700,375.3950,375.2300,375.2450,16600
2023-12-26 10:22:00,375.2350,375.2500,375.1300,375.2200,15152
2023-12-26 10:23:00,375.2150,375.2321,375.1001,375.1150,9878
2023-12-26 10:24:00,375.1001,375.1700,375.0000,375.1700,35146
2023-12-26 10:25:00,375.1700,375.3460,375.1400,375.2600,16680
2023-12-26 10:26:00,375.2400,375.3900,375.2400,375.3600,14898
2023-12-26 10:27:00,375.3250,375.3700,375.2750,375.2750,7782
2023-12-26 10:28:00,375.2600,375.2700,374.9600,375.0650,31683
2023-12-26 10:29:00,375.0700,375.1799,375.0200,375.1300,11140
2023-12-26 10:30:00,375.1700,375.2200,375.0700,375.1000,9469
2023-12-26 10:31:00,375.1000,375.3000,375.0000,375.2100,26352
2023-12-26 10:32:00,375.2800,375.3700,375.1300,375.2400,25292
2023-12-26 10:33:00,375.2100,375.2250,375.0950,375.1200,11330
2023-12-26 10:34:00,375.1100,375.2400,375.0900,375.2400,7303
2023-12-26 10:35:00,375.2200,375.2800,375.1100,375.1400,43337
2023-12-26 10:36:00,375.1400,375.3100,375.1400,375.2450,8688
2023-12-26 10:37:00,375.2800,375.4500,375.2750,375.3697,22977
2023-12-26 10:38:00,375.4000,375.4252,375.2800,375.2916,14376
2023-12-26 10:39:00,375.3300,375.4500,375.2500,375.4500,14936
2023-12-26 10:40:00,375.4400,375.5255,375.4000,375.4950,16295
2023-12-26 10:41:00,375.4800,375.5000,375.4100,375.4550,18489
2023-12-26 10:42:00,375.4558,375.4600,375.3250,375.3250,10336
2023-12-26 10:43:00,375.2932,375.3400,375.2568,375.3250,15343
2023-12-26 10:44:00,375.2950,375.3100,375.0800,375.0800,27206
2023-12-26 10:45:00,375.0700,375.1900,375.0699,375.0700,25497
2023-12-26 10:46:00,375.0900,375.2400,375.0900,375.1900,15042
2023-12-26 10:47:00,375.2000,375.2100,375.0200,375.0400,29651
2023-12-26 10:48:00,375.0400,375.2350,375.0100,375.2100,32232
2023-12-26 10:49:00,375.2200,375.2900,375.1200,375.1500,16858
2023-12-26 10:50:00,375.1600,375.1800,374.9250,374.9401,42288
2023-12-26 10:51:00,374.9600,374.9700,374.6200,374.6950,27513
2023-12-26 10:52:00,374.7100,374.8200,374.6600,374.6700,17326
2023-12-26 10:53:00,374.6907,374.9500,374.6700,374.8188,25632
2023-12-26 10:54:00,374.8400,374.8400,374.6600,374.7287,9011
2023-12-26 10:55:00,374.7300,374.9000,374.6963,374.8000,11082
2023-12-26 10:56:00,374.8022,374.8399,374.7100,374.8000,17171
2023-12-26 10:57:00,374.8000,374.8700,374.7800,374.8626,15588
2023-12-26 10:58:00,374.8600,374.9000,374.7650,374.8700,15093
2023-12-26 10:59:00,374.8617,374.8929,374.8000,374.8721,11334
2023-12-26 11:00:00,374.8700,374.8700,374.6900,374.7000,16845
2023-12-26 11:01:00,374.7292,374.7454,374.6150,374.6229,17403
2023-12-26 11:02:00,374.6200,374.7100,374.5800,374.6138,18947
2023-12-26 11:03:00,374.6200,374.6200,374.4201,374.4700,43765
2023-12-26 11:04:00,374.4500,374.5800,374.4200,374.5300,24561
2023-12-26 11:05:00,374.5250,374.6600,374.5100,374.5650,15799
2023-12-26 11:06:00,374.5650,374.7100,374.5500,374.6900,8087
2023-12-26 11:07:00,374.6850,374.6950,374.5400,374.5500,11509
2023-12-26 11:08:00,374.5500,374.5750,374.4900,374.4900,10565
2023-12-26 11:09:00,374.5050,374.6200,374.4400,374.5871,22691
2023-12-26 11:10:00,374.6100,374.6193,374.5200,374.5600,5431
2023-12-26 11:11:00,374.5500,374.6800,374.5500,374.6700,9783
2023-12-26 11:12:00,374.6900,374.8223,374.6600,374.7801,16343
2023-12-26 11:13:00,374.7800,374.8300,374.6300,374.7300,19474
2023-12-26 11:14:00,374.7298,374.7900,374.6850,374.7800,7477
2023-12-26 11:15:00,374.7700,374.8317,374.7400,374.7600,21067
2023-12-26 11:16:00,374.7600,374.8227,374.6301,374.6600,12635
2023-12-26 11:17:00,374.6650,374.7390,374.5200,374.5500,15102
2023-12-26 11:18:00,374.5450,374.5600,374.4350,374.4830,8713
2023-12-26 11:19:00,374.4600,374.4800,374.3800,374.3950,11847
2023-12-26 11:20:00,374.3950,374.4000,374.2200,374.2200,18490
2023-12-26 11:21:00,374.2000,374.2600,374.1200,374.1503,16543
2023-12-26 11:22:00,374.1800,374.2800,374.1400,374.2800,10209
2023-12-26 11:23:00,374.2601,374.3100,374.1800,374.2500,12187
2023-12-26 11:24:00,374.2250,374.2700,374.0700,374.0700,25405
2023-12-26 11:25:00,374.0701,374.2300,373.9800,374.2300,32251
2023-12-26 11:26:00,374.2300,374.2800,374.1350,374.1650,13660
2023-12-26 11:27:00,374.1700,374.3200,374.1700,374.3000,6847
2023-12-26 11:28:00,374.3200,374.4450,374.2700,374.3900,13375
2023-12-26 11:29:00,374.3700,374.4700,374.3350,374.4600,5621
2023-12-26 11:30:00,374.4500,374.5350,374.4300,374.4600,14785
2023-12-26 11:31:00,374.4600,374.4901,374.4250,374.4400,5064
2023-12-26 11:32:00,374.4300,374.5300,374.4081,374.4700,5416
2023-12-26 11:33:00,374.4750,374.5400,374.4359,374.5150,4981
2023-12-26 11:34:00,374.5055,374.6300,374.4600,374.6000,13875
2023-12-26 11:35:00,374.6175,374.6200,374.5100,374.5500,12211
2023-12-26 11:36:00,374.5300,374.5850,374.4900,374.5850,7665
2023-12-26 11:37:00,374.5850,374.6100,374.4600,374.5150,6516
2023-12-26 11:38:00,374.5200,374.6000,374.4700,374.5500,9734
2023-12-26 11:39:00,374.5453,374.6100,374.4900,374.4900,6811
2023-12-26 11:40:00,374.5000,374.5287,374.4700,374.5000,8408
2023-12-26 11:41:00,374.5200,374.6500,374.5000,374.5400,10991
2023-12-26 11:42:00,374.5000,374.6300,374.4700,374.5500,6221
2023-12-26 11:43:00,374.5950,374.5950,374.4900,374.4900,5492
2023-12-26 11:44:00,374.4900,374.4900,374.3500,374.4300,10177
2023-12-26 11:45:00,374.4200,374.4800,374.3900,374.4800,7079
